Date,Open,High,Low,Close,Volume
2023-05-16 00:00:00-04:00,425.77610869327964,429.9730713239304,422.30477976508257,428.1785583496094,2128800
2023-05-17 00:00:00-04:00,430.28684958008307,430.43396337744605,424.3346361119599,428.982666015625,2274200
2023-05-18 00:00:00-04:00,428.0412997764444,430.9928825599089,425.17793739068105,429.39453125,2268100
2023-05-19 00:00:00-04:00,430.48302493365713,438.8279332391724,430.48302493365713,433.7974548339844,3442800
2023-05-22 00:00:00-04:00,435.6899802428851,446.1235689476956,424.0012558226415,425.5701904296875,4398000
2023-05-23 00:00:00-04:00,424.52099845214326,427.4333791333553,413.3323585261912,414.9993591308594,4492100
2023-05-24 00:00:00-04:00,415.77402441334635,420.6377876405483,412.10659330246733,417.5096740722656,3133000
2023-05-25 00:00:00-04:00,418.1078559123492,419.89255348578024,411.6554969701016,419.0198059082031,2882200
2023-05-26 00:00:00-04:00,416.6565797703369,423.29525527842884,415.45046194813114,417.5293273925781,2338400
2023-05-30 00:00:00-04:00,415.56812275792,420.41228495995813,413.8716754527855,418.951171875,2595700
2023-05-31 00:00:00-04:00,418.7157865190696,422.20671667774064,415.78380499056686,421.1280517578125,3950900
2023-06-01 00:00:00-04:00,421.92234022490817,428.315865149208,419.8238738303401,428.02166748046875,2914400
2023-06-02 00:00:00-04:00,431.42436751176984,436.07242755045826,428.3060695858525,433.7483825683594,2499000
2023-06-05 00:00:00-04:00,434.4053962655157,439.11225992076226,433.14041506203336,435.6409606933594,2113800
2023-06-06 00:00:00-04:00,439.1416915288057,440.16152299457497,431.4832147819315,434.47406005859375,1495300
2023-06-07 00:00:00-04:00,431.6597950790891,438.0238745360384,427.2274673859785,427.9040832519531,2458300
2023-06-08 00:00:00-04:00,427.42347634847977,438.7886146207417,423.9521476763132,437.01373291015625,2040300
2023-06-09 00:00:00-04:00,440.5831769045501,440.5831769045501,434.0131806923495,437.3864440917969,2082000
2023-06-12 00:00:00-04:00,437.49426235919685,438.31796197425314,430.1691862220624,436.6705627441406,2566600
2023-06-13 00:00:00-04:00,435.0624156521214,438.72003114101204,433.669951763576,437.0726318359375,1766300
2023-06-14 00:00:00-04:00,435.67036587417897,440.07324608881214,434.93491657727543,439.0338134765625,2163300
2023-06-15 00:00:00-04:00,439.30837632336625,447.7219030419785,439.004393010576,445.1233215332031,2287100
2023-06-16 00:00:00-04:00,446.95706050984643,448.1141901982239,438.8180999008831,439.0240173339844,4295700
2023-06-20 00:00:00-04:00,437.2098579042158,446.0548800796001,436.47440865063544,443.1817321777344,2506300
