Date,Open,High,Low,Close,Volume
2024-05-07 00:00:00-04:00,747.4300002670456,752.984513137347,743.8004650071077,747.8609619140625,777400
2024-05-08 00:00:00-04:00,745.0645689094686,746.2616520857371,741.118987436594,745.380615234375,665700
2024-05-09 00:00:00-04:00,744.9688123130366,758.0026396748345,744.9688123130366,755.723388671875,654800
2024-05-10 00:00:00-04:00,758.9795186700701,765.395837960904,758.5485570210948,762.9442138671875,607100
2024-05-13 00:00:00-04:00,765.1756339425986,766.6025478626939,756.3746753142668,756.8726806640625,416800
2024-05-14 00:00:00-04:00,758.9699153902485,769.3031164560329,758.6346970258567,768.9679565429688,492200
2024-05-15 00:00:00-04:00,774.8671776808803,783.5436345480801,773.4881354691445,781.1686401367188,667300
2024-05-16 00:00:00-04:00,777.0411741080906,780.4983367616222,773.469037678826,773.5169677734375,486300
2024-05-17 00:00:00-04:00,776.1217353291299,779.0139071644575,772.1761536147346,777.8359375,394400
2024-05-20 00:00:00-04:00,774.7331120536497,778.4009915202269,770.1554960726297,771.1035766601562,366300
2024-05-21 00:00:00-04:00,770.5576789209105,772.5208837196379,766.3535086064055,770.8545532226562,461800
2024-05-22 00:00:00-04:00,769.5233269627226,774.6277058311069,761.8715808944683,765.7597045898438,391600
2024-05-23 00:00:00-04:00,764.6393447998594,764.6393447998594,748.7133441000818,751.3373413085938,538300
2024-05-24 00:00:00-04:00,754.0474935061031,755.9724126255795,747.8609465449559,748.7994995117188,429000
2024-05-28 00:00:00-04:00,748.7995114166007,750.4658418894077,733.0745843162301,738.7535400390625,636200
2024-05-29 00:00:00-04:00,730.9772968925298,733.5055506715968,724.3119749584993,724.5513916015625,574900
2024-05-30 00:00:00-04:00,722.9999847671534,730.1345540516403,721.9178168519232,729.6078491210938,650000
2024-05-31 00:00:00-04:00,730.7569912092324,741.5115672123494,729.8184967512883,739.3472900390625,1616000
2024-06-03 00:00:00-04:00,746.4914910894341,746.6926221077844,736.1774036224125,744.4612426757812,571000
2024-06-04 00:00:00-04:00,744.4612566070505,753.5590890191451,741.8276735403915,752.0459594726562,666400
2024-06-05 00:00:00-04:00,755.3594464336971,755.6754927427913,746.4435737209765,755.4839477539062,539800
